ASTM G173-03 Reference Spectra Derived from SMARTS v. 2.9.2
Wvlgth nm,Etr W*m-2*nm-1,Global tilt  W*m-2*nm-1,Direct+circumsolar W*m-2*nm-1
3705.0,1.1600E-02,1.0770E-02,1.0827E-02
3710.0,1.1510E-02,9.3640E-03,9.4130E-03
3715.0,1.1500E-02,9.2254E-03,9.2731E-03
3720.0,1.1440E-02,1.0376E-02,1.0429E-02
3725.0,1.1430E-02,1.0698E-02,1.0751E-02
3730.0,1.1340E-02,9.2707E-03,9.3169E-03
3735.0,1.1280E-02,8.5837E-03,8.6260E-03
3740.0,1.1080E-02,8.8494E-03,8.8923E-03
3745.0,1.1080E-02,1.0331E-02,1.0380E-02
3750.0,1.1040E-02,9.2903E-03,9.3341E-03
3755.0,1.1000E-02,8.9918E-03,9.0336E-03
3760.0,1.0940E-02,8.8633E-03,8.9041E-03
3765.0,1.0930E-02,8.5502E-03,8.5891E-03
3770.0,1.0860E-02,9.1243E-03,9.1649E-03
3775.0,1.0800E-02,9.0521E-03,9.0918E-03
3780.0,1.0740E-02,9.5746E-03,9.6158E-03
3785.0,1.0730E-02,8.8123E-03,8.8498E-03
3790.0,1.0630E-02,7.7564E-03,7.7891E-03
3795.0,1.0620E-02,8.8692E-03,8.9056E-03
3800.0,1.0530E-02,9.8592E-03,9.8988E-03
3805.0,1.0530E-02,9.3049E-03,9.3414E-03
3810.0,1.0430E-02,8.2451E-03,8.2771E-03
3815.0,1.0410E-02,7.7569E-03,7.7867E-03
3820.0,1.0340E-02,9.6550E-03,9.6908E-03
3825.0,1.0330E-02,9.5056E-03,9.5402E-03
3830.0,1.0250E-02,9.5925E-03,9.6268E-03
3835.0,1.0210E-02,7.6916E-03,7.7190E-03
3840.0,1.0150E-02,8.9756E-03,9.0066E-03
3845.0,1.0130E-02,8.7801E-03,8.8097E-03
3850.0,1.0050E-02,8.8274E-03,8.8569E-03
3855.0,1.0030E-02,8.5085E-03,8.5365E-03
3860.0,9.9400E-03,7.9940E-03,8.0197E-03
3865.0,9.9100E-03,8.0989E-03,8.1248E-03
3870.0,9.8300E-03,7.3604E-03,7.3839E-03
3875.0,9.8300E-03,6.7620E-03,6.7832E-03
3880.0,9.7500E-03,6.5340E-03,6.5543E-03
3885.0,9.7000E-03,6.7717E-03,6.7926E-03
3890.0,9.7100E-03,6.8818E-03,6.9028E-03
3895.0,9.6200E-03,7.4760E-03,7.4983E-03
3900.0,9.6000E-03,7.9254E-03,7.9487E-03
3905.0,9.5900E-03,7.9269E-03,7.9500E-03
3910.0,9.5200E-03,7.1353E-03,7.1560E-03
3915.0,9.5000E-03,6.9868E-03,7.0070E-03
3920.0,9.4100E-03,6.9466E-03,6.9665E-03
3925.0,9.4000E-03,6.8520E-03,6.8714E-03
3930.0,9.3200E-03,7.0502E-03,7.0699E-03
3935.0,9.3000E-03,7.3541E-03,7.3743E-03
3940.0,9.2300E-03,7.4027E-03,7.4228E-03
3945.0,9.2000E-03,7.5412E-03,7.5613E-03
3950.0,9.1100E-03,7.6277E-03,7.6475E-03
3955.0,9.0800E-03,7.7199E-03,7.7399E-03
3960.0,9.0200E-03,7.7482E-03,7.7679E-03
3965.0,9.0100E-03,7.8057E-03,7.8253E-03
3970.0,8.9300E-03,7.6806E-03,7.6997E-03
3975.0,8.9100E-03,7.5097E-03,7.5280E-03
3980.0,8.8400E-03,7.3872E-03,7.4049E-03
3985.0,8.8000E-03,7.4327E-03,7.4503E-03
3990.0,8.7800E-03,7.3723E-03,7.3894E-03
3995.0,8.7000E-03,7.2100E-03,7.2263E-03
4000.0,8.6800E-03,7.1043E-03,7.1199E-03
